-180.0 0.59049 0.43767
-170.0 0.18029 0.65238
-160.0 0.00000 0.53825
-150.0 0.12055 0.45861
-140.0 0.36141 0.57219
-130.0 0.53301 0.75694
-120.0 0.59586 0.84786
-110.0 0.60737 0.80996
-100.0 0.57718 0.67899
-80.0 0.25129 0.19534
-70.0 0.08082 -0.02788
-60.0 0.09906 -0.06095
-50.0 0.35228 0.20995
-40.0 0.63946 0.39852
-30.0 0.64457 0.31928
-20.0 0.57681 0.26344
-10.0 0.61286 0.15278
0.0 0.66029 0.68738
10.0 0.29187 0.71709
20.0 0.15659 0.56334
30.0 0.24141 0.48614
40.0 0.40978 0.55303
50.0 0.52432 0.68113
60.0 0.54905 0.75373
70.0 0.54180 0.71243
80.0 0.51114 0.57074
100.0 0.23971 0.08153
110.0 0.10725 -0.12047
120.0 0.11723 -0.13549
130.0 0.32614 0.13525
140.0 0.63405 0.39825
150.0 0.65718 0.27433
160.0 0.55597 0.21752
170.0 0.54990 0.11774
