-180.0 1.99151 2.17756
-170.0 2.39846 1.83287
-160.0 2.23576 1.42141
-150.0 1.73213 1.15801
-140.0 1.24244 0.93646
-130.0 0.86170 0.69572
-120.0 0.60375 0.47368
-110.0 0.44035 0.38194
-100.0 0.31842 0.51787
-80.0 0.12518 0.11081
-70.0 0.05870 -0.05035
-60.0 0.03702 0.06022
-50.0 0.10415 0.44417
-40.0 0.28427 0.89225
-30.0 0.58127 1.20650
-20.0 0.98899 1.50218
-10.0 1.48584 1.90471
-0.0 2.00113 2.20321
10.0 2.36679 1.94549
20.0 2.32689 1.54313
30.0 1.91640 1.22938
40.0 1.41444 0.95140
50.0 0.97447 0.68087
60.0 0.64468 0.47721
70.0 0.42977 0.42552
80.0 0.28097 0.56893
100.0 0.07752 0.01095
110.0 0.02047 -0.15176
120.0 0.00000 -0.02023
130.0 0.04964 0.31737
140.0 0.19999 0.75795
150.0 0.47192 1.07640
160.0 0.87686 1.33835
170.0 1.40701 1.74009
180.0 1.99142 2.18002
