-180.0 1.991514 2.161829 2.315767 2.486081
-170.0 2.398460 1.821959 3.141298 2.564796
-160.0 2.235760 1.420875 3.555402 2.740517
-150.0 1.732127 1.159743 3.432937 2.860553
-140.0 1.242437 0.942952 3.054445 2.754960
-130.0 0.861702 0.708563 2.480969 2.327830
-120.0 0.603746 0.486380 1.740636 1.623270
-110.0 0.440355 0.383607 0.886510 0.829762
-100.0 0.318423 0.502525 0.028099 0.212201
-80.0 0.125182 0.080921 0.317681 0.273420
-70.0 0.058697 -0.064575 1.063443 0.940170
-60.0 0.037017 0.059641 1.739274 1.761898
-50.0 0.104148 0.449797 2.124475 2.470124
-40.0 0.284268 0.898442 2.264810 2.878983
-30.0 0.581268 1.214543 2.319091 2.952365
-20.0 0.988993 1.514857 2.271465 2.797329
-10.0 1.485836 1.913285 2.167603 2.595052
-0.0 2.001128 2.193081 2.314524 2.506477
10.0 2.366790 1.933401 3.028441 2.595052
20.0 2.326893 1.537627 3.586595 2.797329
30.0 1.916395 1.228513 3.640247 2.952365
40.0 1.414444 0.958840 3.334587 2.878983
50.0 0.974466 0.696823 2.747767 2.470124
60.0 0.644678 0.493234 1.913343 1.761898
70.0 0.429775 0.429037 0.940908 0.940170
80.0 0.280967 0.554388 0.000000 0.273420
100.0 0.077523 -0.012167 0.301890 0.212201
110.0 0.020469 -0.161550 1.011781 0.829762
120.0 0.000000 -0.019575 1.642845 1.623270
130.0 0.049636 0.322451 2.055014 2.327830
140.0 0.199994 0.765139 2.189814 2.754960
150.0 0.471918 1.088403 2.244069 2.860553
160.0 0.876863 1.357666 2.259714 2.740517
170.0 1.407014 1.755628 2.216182 2.564796
180.0 1.991420 2.164028 2.313474 2.486081
