-180.0 0.324165 0.266179 0.001592 -0.056395
-170.0 0.030064 -0.000383 0.164037 0.133590
-160.0 0.130227 0.192597 0.590948 0.653318
-150.0 0.645193 0.756910 1.264398 1.376115
-140.0 1.500005 1.618785 2.033651 2.152431
-130.0 2.600537 2.700913 2.754375 2.854751
-120.0 3.846319 3.930263 3.306547 3.390491
-110.0 5.140984 5.227192 3.606521 3.692729
-100.0 6.396844 6.500034 3.613677 3.716868
-80.0 3.117310 3.047203 3.039730 2.969623
-70.0 2.118535 2.049782 2.433722 2.364970
-60.0 1.251486 1.181996 1.841507 1.772017
-50.0 0.587537 0.537751 1.332575 1.282789
-40.0 0.169810 0.146639 0.947375 0.924204
-30.0 0.014508 -0.008655 0.696128 0.672965
-20.0 0.106413 0.049812 0.553211 0.496610
-10.0 0.368028 0.319909 0.432180 0.384061
0.0 0.551010 0.895197 0.000000 0.344187
10.0 0.388309 0.262015 0.510356 0.384061
20.0 0.115499 0.003531 0.608578 0.496610
30.0 0.000000 -0.036748 0.709713 0.672965
40.0 0.130020 0.146575 0.907648 0.924204
50.0 0.525037 0.573409 1.234418 1.282789
60.0 1.171541 1.256925 1.686634 1.772017
70.0 2.028274 2.155757 2.237486 2.364970
80.0 3.025349 3.178957 2.816014 2.969623
100.0 6.534131 6.380307 3.870691 3.716868
110.0 5.283021 5.117577 3.858173 3.692729
120.0 3.981428 3.831755 3.540164 3.390491
130.0 2.718026 2.616121 2.956655 2.854751
140.0 1.590743 1.550563 2.192611 2.152431
150.0 0.702045 0.703755 1.374405 1.376115
160.0 0.148531 0.158353 0.643496 0.653318
170.0 0.007605 -0.003574 0.144769 0.133590
180.0 0.324184 0.265316 0.002473 -0.056395
