  24  1 0.000000000000000 0.000000000000000
  24  2 3.625000000000000 3.141592653589793
  24  3 0.000000000000000 0.000000000000000
  24  4 0.000000000000000 0.000000000000000
  24  5 0.000000000000000 0.000000000000000
  24  6 0.000000000000000 0.000000000000000
  25  1 0.000000000000000 0.000000000000000
  25  2 2.550000000000000 3.141592653589793
  25  3 0.000000000000000 0.000000000000000
  25  4 0.000000000000000 0.000000000000000
  25  5 0.000000000000000 0.000000000000000
  25  6 0.000000000000000 0.000000000000000
  26  1 4.522284457790000 3.141592653589793
  26  2 0.664961570519000 3.141592653589793
  26  3 0.371204393931000 0.000000000000000
  26  4 0.550398639240000 3.141592653589793
  26  5 0.000000000000000 0.000000000000000
  26  6 0.077418969411000 0.000000000000000
  27  1 0.000000000000000 0.000000000000000
  27  2 3.625000000000000 3.141592653589793
  27  3 0.000000000000000 0.000000000000000
  27  4 0.000000000000000 0.000000000000000
  27  5 0.000000000000000 0.000000000000000
  27  6 0.000000000000000 0.000000000000000
  28  1 0.000000000000000 0.000000000000000
  28  2 3.625000000000000 3.141592653589793
  28  3 0.000000000000000 0.000000000000000
  28  4 0.000000000000000 0.000000000000000
  28  5 0.000000000000000 0.000000000000000
  28  6 0.000000000000000 0.000000000000000
  29  1 0.000000000000000 0.000000000000000
  29  2 4.800000000000000 3.141592653589793
  29  3 0.000000000000000 0.000000000000000
  29  4 0.000000000000000 0.000000000000000
  29  5 0.000000000000000 0.000000000000000
  29  6 0.000000000000000 0.000000000000000
  30  1 0.000000000000000 0.000000000000000
  30  2 1.050000000000000 3.141592653589793
  30  3 0.000000000000000 0.000000000000000
  30  4 0.000000000000000 0.000000000000000
  30  5 0.000000000000000 0.000000000000000
  30  6 0.000000000000000 0.000000000000000
  31  1 0.000000000000000 0.000000000000000
  31  2 1.050000000000000 3.141592653589793
  31  3 0.000000000000000 0.000000000000000
  31  4 0.000000000000000 0.000000000000000
  31  5 0.000000000000000 0.000000000000000
  31  6 0.000000000000000 0.000000000000000
  32  1 0.000000000000000 0.000000000000000
  32  2 4.750000000000000 3.141592653589793
  32  3 0.000000000000000 0.000000000000000
  32  4 0.000000000000000 0.000000000000000
  32  5 0.000000000000000 0.000000000000000
  32  6 0.000000000000000 0.000000000000000
  33  1 0.000000000000000 0.000000000000000
  33  2 4.000000000000000 3.141592653589793
  33  3 0.000000000000000 0.000000000000000
  33  4 0.000000000000000 0.000000000000000
  33  5 0.000000000000000 0.000000000000000
  33  6 0.000000000000000 0.000000000000000
  34  1 0.000000000000000 0.000000000000000
  34  2 4.000000000000000 3.141592653589793
  34  3 0.000000000000000 0.000000000000000
  34  4 0.000000000000000 0.000000000000000
  34  5 0.000000000000000 0.000000000000000
  34  6 0.000000000000000 0.000000000000000
  35  1 0.000000000000000 0.000000000000000
  35  2 4.750000000000000 3.141592653589793
  35  3 0.000000000000000 0.000000000000000
  35  4 0.000000000000000 0.000000000000000
  35  5 0.000000000000000 0.000000000000000
  35  6 0.000000000000000 0.000000000000000
  36  1 0.000000000000000 0.000000000000000
  36  2 2.550000000000000 3.141592653589793
  36  3 0.000000000000000 0.000000000000000
  36  4 0.000000000000000 0.000000000000000
  36  5 0.000000000000000 0.000000000000000
  36  6 0.000000000000000 0.000000000000000
  37  1 0.000000000000000 0.000000000000000
  37  2 1.100000000000000 3.141592653589793
  37  3 0.000000000000000 0.000000000000000
  37  4 0.000000000000000 0.000000000000000
  37  5 0.000000000000000 0.000000000000000
  37  6 0.000000000000000 0.000000000000000
  38  1 0.000000000000000 0.000000000000000
  38  2 4.750000000000000 3.141592653589793
  38  3 0.000000000000000 0.000000000000000
  38  4 0.000000000000000 0.000000000000000
  38  5 0.000000000000000 0.000000000000000
  38  6 0.000000000000000 0.000000000000000
  39  1 0.000000000000000 0.000000000000000
  39  2 1.100000000000000 3.141592653589793
  39  3 0.000000000000000 0.000000000000000
  39  4 0.000000000000000 0.000000000000000
  39  5 0.000000000000000 0.000000000000000
  39  6 0.000000000000000 0.000000000000000
  40  1 0.000000000000000 0.000000000000000
  40  2 0.000000000000000 0.000000000000000
  40  3 0.000000000000000 0.000000000000000
  40  4 0.000000000000000 0.000000000000000
  40  5 0.000000000000000 0.000000000000000
  40  6 0.000000000000000 0.000000000000000
  41  1 0.000000000000000 0.000000000000000
  41  2 0.000000000000000 0.000000000000000
  41  3 0.000000000000000 0.000000000000000
  41  4 0.000000000000000 0.000000000000000
  41  5 0.000000000000000 0.000000000000000
  41  6 0.000000000000000 0.000000000000000
  42  1 0.000000000000000 0.000000000000000
  42  2 0.000000000000000 0.000000000000000
  42  3 0.000000000000000 0.000000000000000
  42  4 0.000000000000000 0.000000000000000
  42  5 0.000000000000000 0.000000000000000
  42  6 0.000000000000000 0.000000000000000
  43  1 0.000000000000000 0.000000000000000
  43  2 4.800000000000000 3.141592653589793
  43  3 0.000000000000000 0.000000000000000
  43  4 0.000000000000000 0.000000000000000
  43  5 0.000000000000000 0.000000000000000
  43  6 0.000000000000000 0.000000000000000
  44  1 0.000000000000000 0.000000000000000
  44  2 3.625000000000000 3.141592653589793
  44  3 0.000000000000000 0.000000000000000
  44  4 0.000000000000000 0.000000000000000
  44  5 0.000000000000000 0.000000000000000
  44  6 0.000000000000000 0.000000000000000
  45  1 0.000000000000000 0.000000000000000
  45  2 3.625000000000000 3.141592653589793
  45  3 0.000000000000000 0.000000000000000
  45  4 0.000000000000000 0.000000000000000
  45  5 0.000000000000000 0.000000000000000
  45  6 0.000000000000000 0.000000000000000
  46  1 0.000000000000000 0.000000000000000
  46  2 3.625000000000000 3.141592653589793
  46  3 0.000000000000000 0.000000000000000
  46  4 0.000000000000000 0.000000000000000
  46  5 0.000000000000000 0.000000000000000
  46  6 0.000000000000000 0.000000000000000
  47  1 0.000000000000000 0.000000000000000
  47  2 4.800000000000000 3.141592653589793
  47  3 0.000000000000000 0.000000000000000
  47  4 0.000000000000000 0.000000000000000
  47  5 0.000000000000000 0.000000000000000
  47  6 0.000000000000000 0.000000000000000
  48  1 0.000000000000000 0.000000000000000
  48  2 2.550000000000000 3.141592653589793
  48  3 0.000000000000000 0.000000000000000
  48  4 0.000000000000000 0.000000000000000
  48  5 0.000000000000000 0.000000000000000
  48  6 0.000000000000000 0.000000000000000
  49  1 0.000000000000000 0.000000000000000
  49  2 4.800000000000000 3.141592653589793
  49  3 0.000000000000000 0.000000000000000
  49  4 0.000000000000000 0.000000000000000
  49  5 0.000000000000000 0.000000000000000
  49  6 0.000000000000000 0.000000000000000
  50  1 0.000000000000000 0.000000000000000
  50  2 4.800000000000000 3.141592653589793
  50  3 0.000000000000000 0.000000000000000
  50  4 0.000000000000000 0.000000000000000
  50  5 0.000000000000000 0.000000000000000
  50  6 0.000000000000000 0.000000000000000
  51  1 0.053007825688000 0.000000000000000
  51  2 1.237315654412000 0.000000000000000
  51  3 0.042809985941000 3.141592653589793
  51  4 0.701519165641000 3.141592653589793
  51  5 0.000000000000000 0.000000000000000
  51  6 0.011720552461000 0.000000000000000
  52  1 0.000000000000000 0.000000000000000
  52  2 1.050000000000000 3.141592653589793
  52  3 0.000000000000000 0.000000000000000
  52  4 0.000000000000000 0.000000000000000
  52  5 0.000000000000000 0.000000000000000
  52  6 0.000000000000000 0.000000000000000
  53  1 0.000000000000000 0.000000000000000
  53  2 3.625000000000000 3.141592653589793
  53  3 0.000000000000000 0.000000000000000
  53  4 0.000000000000000 0.000000000000000
  53  5 0.000000000000000 0.000000000000000
  53  6 0.000000000000000 0.000000000000000
  54  1 0.000000000000000 0.000000000000000
  54  2 3.625000000000000 3.141592653589793
  54  3 0.000000000000000 0.000000000000000
  54  4 0.000000000000000 0.000000000000000
  54  5 0.000000000000000 0.000000000000000
  54  6 0.000000000000000 0.000000000000000
  55  1 0.000000000000000 0.000000000000000
  55  2 3.625000000000000 3.141592653589793
  55  3 0.000000000000000 0.000000000000000
  55  4 0.000000000000000 0.000000000000000
  55  5 0.000000000000000 0.000000000000000
  55  6 0.000000000000000 0.000000000000000
  56  1 0.000000000000000 0.000000000000000
  56  2 3.625000000000000 3.141592653589793
  56  3 0.000000000000000 0.000000000000000
  56  4 0.000000000000000 0.000000000000000
  56  5 0.000000000000000 0.000000000000000
  56  6 0.000000000000000 0.000000000000000
  57  1 0.000000000000000 0.000000000000000
  57  2 1.050000000000000 3.141592653589793
  57  3 0.000000000000000 0.000000000000000
  57  4 0.000000000000000 0.000000000000000
  57  5 0.000000000000000 0.000000000000000
  57  6 0.000000000000000 0.000000000000000
  58  1 0.000000000000000 0.000000000000000
  58  2 3.625000000000000 3.141592653589793
  58  3 0.000000000000000 0.000000000000000
  58  4 0.000000000000000 0.000000000000000
  58  5 0.000000000000000 0.000000000000000
  58  6 0.000000000000000 0.000000000000000
  59  1 0.000000000000000 0.000000000000000
  59  2 3.625000000000000 3.141592653589793
  59  3 0.000000000000000 0.000000000000000
  59  4 0.000000000000000 0.000000000000000
  59  5 0.000000000000000 0.000000000000000
  59  6 0.000000000000000 0.000000000000000
  60  1 0.000000000000000 0.000000000000000
  60  2 3.625000000000000 3.141592653589793
  60  3 0.000000000000000 0.000000000000000
  60  4 0.000000000000000 0.000000000000000
  60  5 0.000000000000000 0.000000000000000
  60  6 0.000000000000000 0.000000000000000
  61  1 0.000000000000000 0.000000000000000
  61  2 3.625000000000000 3.141592653589793
  61  3 0.000000000000000 0.000000000000000
  61  4 0.000000000000000 0.000000000000000
  61  5 0.000000000000000 0.000000000000000
  61  6 0.000000000000000 0.000000000000000
  62  1 0.008038320380000 0.000000000000000
  62  2 0.653215966835000 3.141592653589793
  62  3 0.008373639346000 0.000000000000000
  62  4 0.214029148957000 3.141592653589793
  62  5 0.000000000000000 0.000000000000000
  62  6 0.110053897657000 3.141592653589793
  63  1 0.000000000000000 0.000000000000000
  63  2 1.050000000000000 3.141592653589793
  63  3 0.000000000000000 0.000000000000000
  63  4 0.000000000000000 0.000000000000000
  63  5 0.000000000000000 0.000000000000000
  63  6 0.000000000000000 0.000000000000000
  64  1 0.000000000000000 0.000000000000000
  64  2 3.625000000000000 3.141592653589793
  64  3 0.000000000000000 0.000000000000000
  64  4 0.000000000000000 0.000000000000000
  64  5 0.000000000000000 0.000000000000000
  64  6 0.000000000000000 0.000000000000000
  65  1 0.000000000000000 0.000000000000000
  65  2 3.625000000000000 3.141592653589793
  65  3 0.000000000000000 0.000000000000000
  65  4 0.000000000000000 0.000000000000000
  65  5 0.000000000000000 0.000000000000000
  65  6 0.000000000000000 0.000000000000000
  66  1 0.000000000000000 0.000000000000000
  66  2 0.000000000000000 0.000000000000000
  66  3 0.000000000000000 0.000000000000000
  66  4 0.000000000000000 0.000000000000000
  66  5 0.000000000000000 0.000000000000000
  66  6 0.000000000000000 0.000000000000000
  67  1 0.000000000000000 0.000000000000000
  67  2 0.000000000000000 0.000000000000000
  67  3 0.000000000000000 0.000000000000000
  67  4 0.000000000000000 0.000000000000000
  67  5 0.000000000000000 0.000000000000000
  67  6 0.000000000000000 0.000000000000000
  68  1 0.000000000000000 0.000000000000000
  68  2 0.000000000000000 0.000000000000000
  68  3 0.000000000000000 0.000000000000000
  68  4 0.000000000000000 0.000000000000000
  68  5 0.000000000000000 0.000000000000000
  68  6 0.000000000000000 0.000000000000000
  69  1 0.000000000000000 0.000000000000000
  69  2 0.000000000000000 0.000000000000000
  69  3 0.000000000000000 0.000000000000000
  69  4 0.000000000000000 0.000000000000000
  69  5 0.000000000000000 0.000000000000000
  69  6 0.000000000000000 0.000000000000000
  70  1 0.000000000000000 0.000000000000000
  70  2 0.000000000000000 0.000000000000000
  70  3 0.000000000000000 0.000000000000000
  70  4 0.000000000000000 0.000000000000000
  70  5 0.000000000000000 0.000000000000000
  70  6 0.000000000000000 0.000000000000000
  71  1 0.000000000000000 0.000000000000000
  71  2 0.000000000000000 0.000000000000000
  71  3 0.000000000000000 0.000000000000000
  71  4 0.000000000000000 0.000000000000000
  71  5 0.000000000000000 0.000000000000000
  71  6 0.000000000000000 0.000000000000000
  72  1 0.000000000000000 0.000000000000000
  72  2 3.625000000000000 3.141592653589793
  72  3 0.000000000000000 0.000000000000000
  72  4 0.000000000000000 0.000000000000000
  72  5 0.000000000000000 0.000000000000000
  72  6 0.000000000000000 0.000000000000000
  73  1 0.000000000000000 0.000000000000000
  73  2 3.625000000000000 3.141592653589793
  73  3 0.000000000000000 0.000000000000000
  73  4 0.000000000000000 0.000000000000000
  73  5 0.000000000000000 0.000000000000000
  73  6 0.000000000000000 0.000000000000000
  74  1 0.000000000000000 0.000000000000000
  74  2 1.050000000000000 3.141592653589793
  74  3 0.000000000000000 0.000000000000000
  74  4 0.000000000000000 0.000000000000000
  74  5 0.000000000000000 0.000000000000000
  74  6 0.000000000000000 0.000000000000000
  75  1 0.000000000000000 0.000000000000000
  75  2 0.000000000000000 0.000000000000000
  75  3 0.000000000000000 0.000000000000000
  75  4 0.000000000000000 0.000000000000000
  75  5 0.000000000000000 0.000000000000000
  75  6 0.000000000000000 0.000000000000000
  76  1 0.000000000000000 0.000000000000000
  76  2 0.000000000000000 0.000000000000000
  76  3 0.000000000000000 0.000000000000000
  76  4 0.000000000000000 0.000000000000000
  76  5 0.000000000000000 0.000000000000000
  76  6 0.000000000000000 0.000000000000000
  77  1 0.000000000000000 0.000000000000000
  77  2 0.000000000000000 0.000000000000000
  77  3 0.000000000000000 0.000000000000000
  77  4 0.000000000000000 0.000000000000000
  77  5 0.000000000000000 0.000000000000000
  77  6 0.000000000000000 0.000000000000000
  78  1 0.000000000000000 0.000000000000000
  78  2 1.050000000000000 3.141592653589793
  78  3 0.000000000000000 0.000000000000000
  78  4 0.000000000000000 0.000000000000000
  78  5 0.000000000000000 0.000000000000000
  78  6 0.000000000000000 0.000000000000000
  79  1 0.000000000000000 0.000000000000000
  79  2 0.000000000000000 0.000000000000000
  79  3 0.000000000000000 0.000000000000000
  79  4 0.000000000000000 0.000000000000000
  79  5 0.000000000000000 0.000000000000000
  79  6 0.000000000000000 0.000000000000000
  80  1 0.000000000000000 0.000000000000000
  80  2 0.000000000000000 0.000000000000000
  80  3 0.000000000000000 0.000000000000000
  80  4 0.000000000000000 0.000000000000000
  80  5 0.000000000000000 0.000000000000000
  80  6 0.000000000000000 0.000000000000000
  81  1 0.000000000000000 0.000000000000000
  81  2 0.000000000000000 0.000000000000000
  81  3 0.000000000000000 0.000000000000000
  81  4 0.000000000000000 0.000000000000000
  81  5 0.000000000000000 0.000000000000000
  81  6 0.000000000000000 0.000000000000000
  82  1 0.000000000000000 0.000000000000000
  82  2 3.625000000000000 3.141592653589793
  82  3 0.000000000000000 0.000000000000000
  82  4 0.000000000000000 0.000000000000000
  82  5 0.000000000000000 0.000000000000000
  82  6 0.000000000000000 0.000000000000000
  83  1 0.000000000000000 0.000000000000000
  83  2 1.050000000000000 3.141592653589793
  83  3 0.000000000000000 0.000000000000000
  83  4 0.000000000000000 0.000000000000000
  83  5 0.000000000000000 0.000000000000000
  83  6 0.000000000000000 0.000000000000000
  84  1 0.000000000000000 0.000000000000000
  84  2 3.625000000000000 3.141592653589793
  84  3 0.000000000000000 0.000000000000000
  84  4 0.000000000000000 0.000000000000000
  84  5 0.000000000000000 0.000000000000000
  84  6 0.000000000000000 0.000000000000000
  85  1 0.405964010311000 3.141592653589793
  85  2 1.623434707555000 3.141592653589793
  85  3 0.606254828656000 0.000000000000000
  85  4 0.001470467487000 3.141592653589793
  85  5 0.000000000000000 0.000000000000000
  85  6 0.033360468062000 3.141592653589793
  86  1 0.000000000000000 0.000000000000000
  86  2 1.050000000000000 3.141592653589793
  86  3 0.000000000000000 0.000000000000000
  86  4 0.000000000000000 0.000000000000000
  86  5 0.000000000000000 0.000000000000000
  86  6 0.000000000000000 0.000000000000000
  87  1 0.000000000000000 0.000000000000000
  87  2 3.625000000000000 3.141592653589793
  87  3 0.000000000000000 0.000000000000000
  87  4 0.000000000000000 0.000000000000000
  87  5 0.000000000000000 0.000000000000000
  87  6 0.000000000000000 0.000000000000000
  88  1 0.000000000000000 0.000000000000000
  88  2 3.625000000000000 3.141592653589793
  88  3 0.000000000000000 0.000000000000000
  88  4 0.000000000000000 0.000000000000000
  88  5 0.000000000000000 0.000000000000000
  88  6 0.000000000000000 0.000000000000000
  89  1 0.000000000000000 0.000000000000000
  89  2 3.625000000000000 3.141592653589793
  89  3 0.000000000000000 0.000000000000000
  89  4 0.000000000000000 0.000000000000000
  89  5 0.000000000000000 0.000000000000000
  89  6 0.000000000000000 0.000000000000000
