-180.0 0.000000 -0.309106 4.116182 3.807076
-170.0 0.073826 -0.878086 5.005340 4.053428
-160.0 0.474604 -0.655665 5.918561 4.788292
-150.0 1.307880 0.128599 7.151251 5.971970
-140.0 2.589600 1.440897 8.623994 7.475291
-130.0 4.227249 3.073354 10.209948 9.056054
-120.0 6.007393 4.709893 11.699038 10.401539
-110.0 7.718147 6.114530 12.823952 11.220335
-100.0 9.296477 7.158598 13.468487 11.330607
-80.0 8.881744 10.697942 7.622542 9.438740
-70.0 6.993016 8.574915 6.171643 7.753542
-60.0 5.301953 6.498573 4.717930 5.914550
-50.0 3.843420 4.737518 3.310022 4.204119
-40.0 2.658814 3.504880 2.009162 2.855228
-30.0 1.781154 2.879463 0.885306 1.983615
-20.0 1.198468 2.751296 0.000000 1.552829
-10.0 0.831619 1.733163 0.508163 1.409707
-0.0 0.579480 0.618563 1.346948 1.386030
10.0 0.455333 -0.150969 2.016009 1.409707
20.0 0.582141 -0.511999 2.646968 1.552829
30.0 1.052352 -0.413053 3.449020 1.983615
40.0 1.894181 0.273609 4.475800 2.855228
50.0 3.094601 1.592106 5.706614 4.204119
60.0 4.612960 3.445680 7.081830 5.914550
70.0 6.378194 5.632099 8.499638 7.753542
80.0 8.277829 7.911897 9.804672 9.438740
100.0 8.385541 8.740225 10.975923 11.330607
110.0 6.641573 7.780600 10.081308 11.220335
120.0 4.993664 6.526188 8.869015 10.401539
130.0 3.503304 5.102292 7.457065 9.056054
140.0 2.235151 3.736422 5.974020 7.475291
150.0 1.234581 2.659462 4.547089 5.971970
160.0 0.536916 1.988923 3.336286 4.788292
170.0 0.148996 1.007065 3.195359 4.053428
180.0 0.000013 -0.307700 4.114788 3.807076
