-180.0 0.324165 0.264110 0.000000 -0.060055
-170.0 0.030064 0.002043 0.152441 0.124420
-160.0 0.130227 0.195158 0.566863 0.631794
-150.0 0.645193 0.758258 1.231172 1.344238
-140.0 1.500005 1.624752 1.993367 2.118114
-130.0 2.600537 2.712953 2.711963 2.824379
-120.0 3.846319 3.943139 3.267089 3.363908
-110.0 5.140984 5.229447 3.576315 3.664778
-100.0 6.396844 6.481407 3.598581 3.683143
-80.0 3.117310 3.067067 2.978734 2.928491
-70.0 2.118535 2.058839 2.384074 2.324378
-60.0 1.251486 1.181367 1.801446 1.731327
-50.0 0.587537 0.529354 1.299356 1.241173
-40.0 0.169810 0.137068 0.917966 0.885224
-30.0 0.014508 -0.009758 0.669367 0.645101
-20.0 0.106413 0.063196 0.530871 0.487654
-10.0 0.368028 0.344307 0.417401 0.393680
0.0 0.551010 0.850411 0.062185 0.361587
10.0 0.388309 0.280837 0.501152 0.393680
20.0 0.115499 0.013035 0.590119 0.487654
30.0 0.000000 -0.039709 0.684811 0.645101
40.0 0.130020 0.136487 0.878757 0.885224
50.0 0.525037 0.564481 1.201729 1.241173
60.0 1.171541 1.254959 1.647910 1.731327
70.0 2.028274 2.162991 2.189661 2.324378
80.0 3.025349 3.196754 2.757085 2.928491
100.0 6.534131 6.350576 3.866698 3.683143
110.0 5.283021 5.108589 3.839209 3.664778
120.0 3.981428 3.833717 3.511620 3.363908
130.0 2.718026 2.618026 2.924379 2.824379
140.0 1.590743 1.547204 2.161653 2.118114
150.0 0.702045 0.697649 1.348634 1.344238
160.0 0.148531 0.155555 0.624771 0.631794
170.0 0.007605 -0.004815 0.136840 0.124420
180.0 0.324184 0.263265 0.000864 -0.060055
