-180.0 0.751951 0.476415 9.180311 8.904775
-170.0 0.973757 0.581453 9.409787 9.017483
-160.0 1.191314 0.868874 9.640676 9.318235
-150.0 1.476599 1.354168 9.810835 9.688405
-140.0 1.938772 2.037555 9.834297 9.933080
-130.0 2.631756 2.700498 9.770001 9.838743
-120.0 3.479678 3.227689 9.532628 9.280638
-110.0 4.307081 3.687088 8.932520 8.312528
-100.0 4.892716 4.291700 7.759596 7.158580
-80.0 4.674450 5.623627 4.329559 5.278737
-70.0 3.921018 4.263241 4.353757 4.695980
-60.0 2.959611 3.087443 4.058433 4.186265
-50.0 1.968993 2.002887 3.559480 3.593374
-40.0 1.099422 1.042037 2.932853 2.875469
-30.0 0.460303 0.353213 2.226105 2.119015
-20.0 0.104298 0.128444 1.442912 1.467058
-10.0 0.000000 0.464101 0.572950 1.037052
-0.0 0.019377 0.907957 0.000000 0.888580
10.0 0.057216 -0.014794 1.109063 1.037052
20.0 0.191961 -0.367356 2.026375 1.467058
30.0 0.543643 -0.125586 2.788244 2.119015
40.0 1.147407 0.605600 3.417276 2.875469
50.0 1.962028 1.633915 3.921486 3.593374
60.0 2.890949 2.780444 4.296770 4.186265
70.0 3.793339 4.021442 4.467876 4.695980
80.0 4.494474 5.448373 4.324838 5.278737
100.0 4.615878 3.802414 7.972044 7.158580
110.0 3.957432 3.344706 8.925254 8.312528
120.0 3.030111 3.051385 9.259365 9.280638
130.0 2.058463 2.673624 9.223582 9.838743
140.0 1.230126 2.090317 9.072888 9.933080
150.0 0.678055 1.388397 8.978064 9.688405
160.0 0.465443 0.819782 8.963896 9.318235
170.0 0.540317 0.531554 9.026246 9.017483
180.0 0.751957 0.477288 9.179443 8.904775
