-180.0 1.991514 2.173182 2.140775 2.322442
-170.0 2.398460 1.827394 2.986895 2.415829
-160.0 2.235760 1.420482 3.442960 2.627683
-150.0 1.732127 1.163089 3.356719 2.787681
-140.0 1.242437 0.946271 3.007434 2.711268
-130.0 0.861702 0.705970 2.455238 2.299506
-120.0 0.603746 0.477858 1.728887 1.602999
-110.0 0.440355 0.374057 0.883441 0.817143
-100.0 0.318423 0.497550 0.028304 0.207430
-80.0 0.125182 0.093880 0.300496 0.269194
-70.0 0.058697 -0.057006 1.043958 0.928255
-60.0 0.037017 0.065124 1.713721 1.741828
-50.0 0.104148 0.455614 2.089289 2.440756
-40.0 0.284268 0.904229 2.212432 2.832393
-30.0 0.581268 1.213989 2.241740 2.874461
-20.0 0.988993 1.503616 2.162857 2.677481
-10.0 1.485836 1.901439 2.022070 2.437673
-0.0 2.001128 2.198006 2.137042 2.333921
10.0 2.366790 1.940306 2.864156 2.437673
20.0 2.326893 1.541985 3.462389 2.677481
30.0 1.916395 1.234168 3.556688 2.874461
40.0 1.414444 0.961026 3.285811 2.832393
50.0 0.974466 0.690132 2.725090 2.440756
60.0 0.644678 0.480055 1.906451 1.741828
70.0 0.429775 0.416857 0.941173 0.928255
80.0 0.280967 0.550161 0.000000 0.269194
100.0 0.077523 -0.005869 0.290821 0.207430
110.0 0.020469 -0.156891 0.994504 0.817143
120.0 0.000000 -0.014385 1.617385 1.602999
130.0 0.049636 0.329977 2.019166 2.299506
140.0 0.199994 0.770487 2.140775 2.711268
150.0 0.471918 1.084255 2.175344 2.787681
160.0 0.876863 1.340244 2.164301 2.627683
170.0 1.407014 1.737386 2.085458 2.415829
180.0 1.991420 2.175668 2.138194 2.322442
