-180.0 0.590493 0.431658 0.481212 0.322377
-170.0 0.180290 0.646768 0.000000 0.466478
-160.0 0.000000 0.535558 0.280181 0.815739
-150.0 0.120551 0.458158 0.849823 1.187431
-140.0 0.361414 0.572262 1.227410 1.438257
-130.0 0.533013 0.756691 1.329610 1.553288
-120.0 0.595858 0.847549 1.363109 1.614800
-110.0 0.607366 0.810912 1.492379 1.695924
-100.0 0.577177 0.681715 1.683908 1.788446
-80.0 0.251286 0.196585 1.836530 1.781829
-70.0 0.080817 -0.029248 1.794984 1.684919
-60.0 0.099065 -0.063336 1.765656 1.603255
-50.0 0.352278 0.208801 1.689087 1.545610
-40.0 0.639464 0.400686 1.676972 1.438194
-30.0 0.644565 0.323255 1.518323 1.197013
-20.0 0.576813 0.266870 1.144618 0.834675
-10.0 0.612863 0.154425 0.950602 0.492164
0.0 0.660291 0.688742 0.322068 0.350519
10.0 0.291867 0.718290 0.065741 0.492164
20.0 0.156589 0.565779 0.425484 0.834675
30.0 0.241409 0.488417 0.950005 1.197013
40.0 0.409776 0.553459 1.294511 1.438194
50.0 0.524322 0.679508 1.390424 1.545610
60.0 0.549046 0.751124 1.401176 1.603255
70.0 0.541804 0.711105 1.515618 1.684919
80.0 0.511138 0.572149 1.720818 1.781829
100.0 0.239709 0.084404 1.943751 1.788446
110.0 0.107254 -0.119371 1.922549 1.695924
120.0 0.117231 -0.135449 1.867480 1.614800
130.0 0.326135 0.135701 1.743723 1.553288
140.0 0.634054 0.399669 1.672643 1.438257
150.0 0.657184 0.275510 1.569105 1.187431
160.0 0.555967 0.215958 1.155748 0.815739
170.0 0.549899 0.112685 0.903693 0.466478
